,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,id,mood
87,0.805,0.379,129.865,0.0974,0.0165,0.0,0.643,144000,-6.691,0.205,4hqAEmMOw9IUq0ujmmedGb,Aggressive
88,0.464,0.412,130.164,0.274,0.184,0.0,0.858,142154,-7.152,0.0881,5gN2Z0Xp82DsWstq3lHGRi,Aggressive
89,0.862,0.48,113.252,0.0612,0.162,0.0,0.373,150267,-1.98,0.32,5T0YyRxyxtLDxLYJhLjqWM,Aggressive
90,0.853,0.354,141.995,0.541,0.0538,0.0,0.59,138000,-6.03,0.401,2KzojgmXHO92bQMpyiz4oZ,Aggressive
91,0.751,0.0728,109.98,0.198,0.0614,0.0,0.774,140326,-2.445,0.189,37gqBnUAZe8BY8WR56kDNk,Aggressive
92,0.905,0.907,114.938,0.253,0.161,0.0669,0.665,147305,-5.785,0.288,1nB6VmrPybx4xwkL80OqdA,Aggressive
93,0.529,0.101,129.979,0.0328,0.393,0.0336,0.751,162894,-10.398,0.063,5sqXH7GlmZmToMnGs6Q0nz,Aggressive
94,0.505,0.161,118.045,0.0637,0.176,0.395,0.695,135262,-11.742,0.107,21d1P7ckHoTJr1l1ZmtFxU,Aggressive
95,0.551,0.311,150.023,0.265,0.134,1.11e-05,0.703,172019,-9.939,0.375,4ogq83eKhBYXjzRaEtigvV,Aggressive
96,0.949,0.406,153.995,0.209,0.0814,0.0,0.447,176173,-5.043,0.24,4NIxSd3Rlyr0qBb9ejTC2z,Aggressive
97,0.831,0.434,141.072,0.0639,0.00495,1.9e-05,0.692,119380,-2.909,0.0984,2u0zjh7LkkHAiqYvh596F6,Aggressive
98,0.896,0.627,144.998,0.413,0.0736,0.0,0.577,76000,-4.247,0.371,6TBG2B3jJukN4lr5LOwyJH,Aggressive
99,0.897,0.322,125.018,0.16,0.00848,0.0,0.541,130560,-1.613,0.457,1lOSZBX4HxLqzMwdYxluVI,Aggressive
0,0.104,0.104,82.006,0.0426,0.955,3.79e-06,0.415,256300,-11.83,0.18,4g2WiijzSKzH8PApKDbadN,Sad
1,0.525,0.117,146.977,0.0435,0.887,0.00543,0.4,253013,-11.294,0.408,4AmcmraFjVzFb9SQDNTRyl,Sad
2,0.306,0.108,129.929,0.0544,0.632,0.479,0.691,151693,-15.651,0.62,2zPcVDSpYNVKQ5c7jR7MXj,Sad
3,0.128,0.0941,109.986,0.0357,0.894,0.026,0.522,187932,-18.717,0.124,58wyJLv6yH1La9NIZPl3ne,Sad
4,0.111,0.0897,82.642,0.0972,0.978,3.97e-05,0.367,196077,-14.084,0.198,43zdsphuZLzwA9k4DJhU0I,Sad
5,0.39,0.12,133.927,0.402,0.403,2.16e-06,0.898,171940,-10.205,0.27,3dzDWXIy5Nr6trHTs40jfc,Sad
6,0.396,0.919,109.989,0.0466,0.457,0.258,0.661,213818,-13.093,0.0352,5ehoXwpw70o6WEEufJm1q7,Sad
7,0.316,0.595,94.619,0.0297,0.135,0.244,0.215,258986,-12.201,0.19,5Zz8mrmVVhOq3iuv8Gh0MX,Sad
8,0.432,0.0782,125.125,0.0384,0.146,0.17,0.299,305947,-9.099,0.142,2w0c0Hk2p9JN9bDkWSPxSE,Sad
9,0.369,0.639,87.01,0.038,0.969,0.279,0.544,208212,-9.514,0.102,3hRV0jL3vUpRrcy398teAU,Sad
10,0.0489,0.0686,200.082,0.0611,0.929,0.0,0.477,239700,-17.039,0.356,0a6fUbVb2Dyh2QEGR7S4qu,Sad
11,0.414,0.0863,131.952,0.0776,0.872,0.0,0.802,195066,-10.635,0.377,3qWZuhWi4lsHa7jUwhqfMr,Sad
12,0.431,0.696,144.026,0.135,0.731,0.0,0.726,173333,-8.765,0.348,7eJMfftS33KTjuF7lTsMCx,Sad
13,0.226,0.115,79.968,0.0396,0.879,0.0,0.631,149297,-7.257,0.0765,7HWetAoWK9qkFM575HONAY,Sad
14,0.277,0.103,115.01,0.0356,0.634,7.07e-05,0.521,248827,-10.34,0.13,0TCmhnbMpw5zwPsTvlXTJi,Sad
15,0.473,0.103,108.906,0.0307,0.588,4.35e-05,0.436,254013,-7.24,0.242,2xlV2CuWgpPyE9e0GquKDN,Sad
16,0.225,0.107,104.007,0.0281,0.892,0.0321,0.554,239880,-11.324,0.221,1eKvw144NYPlDjR0wQoGLW,Sad
17,0.0563,0.109,134.347,0.0375,0.946,0.00567,0.267,317440,-14.171,0.0709,7ug6VGPW7YpDjj2eI4MFc5,Sad
18,0.208,0.119,169.326,0.22,0.585,0.0,0.453,237020,-11.917,0.218,7yfGRLpyVn2qiyU9FR86Ww,Sad
19,0.167,0.111,112.275,0.0484,0.885,0.0,0.501,228443,-14.061,0.356,5kcvBnt6DPX3AMEsCx1qDh,Sad
20,0.328,0.103,74.953,0.029,0.768,2.5e-05,0.629,197732,-8.284,0.389,1TQXIltqoZ5XXyfCbAeSQQ,Sad
21,0.0889,0.0965,115.43,0.0507,0.988,0.182,0.521,313253,-19.457,0.0479,68RI4I6SKm57SxjG06OYvN,Sad
22,0.46,0.106,102.98,0.0296,0.847,0.00793,0.706,219013,-9.061,0.226,6iWEhoALoBFnQMNVhYY0Sc,Sad
23,0.131,0.109,137.446,0.0382,0.952,0.00453,0.421,291796,-18.435,0.12,6CcJMwBtXByIz4zQLzFkKc,Sad
24,0.231,0.37,112.255,0.0481,0.753,0.0,0.479,204648,-10.278,0.33,0MaevpdhnkDsXqJ7V6fdll,Sad
25,0.279,0.0801,135.986,0.0289,0.651,0.00365,0.46,258529,-10.533,0.12,6qM26adI4qhK3A162j3YGp,Sad
26,0.401,0.316,108.996,0.0543,0.43,0.0109,0.697,185224,-10.216,0.478,6SZwj6cjc8JQbkrr8cbIUn,Sad
27,0.306,0.124,76.994,0.0424,0.884,0.0776,0.629,184638,-11.735,0.191,47EWMOElkkbMp5m9SBkx7d,Sad
28,0.247,0.107,205.561,0.0399,0.932,3.6e-06,0.379,219029,-9.959,0.37,536vha5aAUhlb50NGDfzfa,Sad
29,0.075,0.111,108.418,0.0726,0.933,1.4e-06,0.583,207520,-15.843,0.347,6r2JV75tE0vNgNCv4HKsBC,Sad
30,0.407,0.126,117.053,0.0308,0.805,0.884,0.457,257533,-11.475,0.126,7qH9Z4dJEN0l9bidizW7fq,Sad
31,0.151,0.0941,144.069,0.04,0.907,0.0,0.402,238013,-14.228,0.489,7gGBgh0bVxHPgZjA505bo9,Sad
32,0.307,0.0792,67.513,0.0428,0.807,0.000355,0.576,189613,-12.732,0.157,2VlLbhGLVJgdOW7kKdWWFc,Sad
33,0.186,0.0779,72.541,0.042,0.868,0.0,0.708,156106,-8.953,0.322,6J2LdBN97cDWn0MLxYh9HB,Sad
34,0.0561,0.388,79.764,0.045,0.935,0.00384,0.319,242652,-23.023,0.082,0tMSssfxAL2oV8Vri0mFHE,Sad
35,0.279,0.0933,119.85,0.0334,0.881,0.0,0.405,303653,-8.099,0.256,21dpBHPTV7ythCHBI6Slcw,Sad
36,0.358,0.113,103.94,0.0253,0.854,0.0186,0.608,202010,-10.018,0.365,2NeM9rfWo70KQej9GxeaoL,Sad
37,0.479,0.115,166.159,0.0308,0.0529,2.14e-06,0.4,229173,-7.989,0.213,1Fid2jjqsHViMX6xNH70hE,Sad
38,0.318,0.0795,119.959,0.0478,0.896,0.00239,0.614,180933,-12.695,0.112,04sN26COy28wTXYj3dMoiZ,Sad
39,0.248,0.108,130.953,0.0451,0.954,4.21e-06,0.418,243007,-9.997,0.298,5zCunX8URvLoBHlg1Fnjv6,Sad
40,0.425,0.322,102.078,0.0333,0.584,0.0,0.357,198040,-7.301,0.27,4xqrdfXkTW4T0RauPLv3WA,Sad
41,0.0759,0.154,98.979,0.0601,0.956,0.0,0.481,305676,-14.2,0.234,2AHKsVXN6BjBO8SEVX6cBC,Sad
42,0.31,0.0963,137.474,0.0313,0.959,0.229,0.509,208653,-10.623,0.151,7CoMBpPTwQi2wPT0U0Nr9b,Sad
43,0.212,0.12,118.492,0.0658,0.872,0.000293,0.503,232412,-12.735,0.185,7EkMIQ2PzEzwQroLl6dUvw,Sad
44,0.0274,0.322,124.209,0.0649,0.948,6.43e-06,0.571,316556,-20.274,0.087,0gOz9JUXsaKVzLTSmFDtdo,Sad
45,0.303,0.104,124.949,0.0351,0.862,0.00563,0.567,273000,-12.481,0.252,5zT5cMnMKoyruPj13TQXGx,Sad
46,0.267,0.089,110.011,0.0299,0.839,1.46e-06,0.567,240133,-6.502,0.0592,1ZMiCix7XSAbfAJlEZWMCp,Sad
47,0.455,0.124,109.885,0.0575,0.731,1.47e-06,0.445,167538,-6.405,0.151,4nyF5lmSziBAt7ESAUjpbx,Sad
48,0.327,0.445,132.803,0.0367,0.902,7.63e-06,0.504,258609,-9.49,0.299,62CprXvSWsKBvYu3Yba55A,Sad
49,0.229,0.196,131.28,0.0555,0.845,0.000446,0.477,257427,-14.402,0.0819,3sZfQB5uYTJmA4QnB8dv7P,Sad
50,0.326,0.0958,93.724,0.0308,0.953,2.68e-06,0.293,187069,-8.542,0.207,7gUuGkxbxxbDdixMQl50EW,Sad
51,0.364,0.126,95.967,0.0743,0.951,0.93,0.411,391257,-15.335,0.0685,5LLtNp8qc3NaCIieZ2W4Dk,Sad
52,0.0873,0.355,166.603,0.063,0.907,2.46e-06,0.451,200000,-16.815,0.456,2vzWylXWogTG11HR0frews,Sad
53,0.321,0.108,107.758,0.0288,0.865,0.433,0.449,277958,-10.244,0.205,3iryZnrcvkj0Jw9K4dddbl,Sad
54,0.264,0.0756,85.033,0.0612,0.804,0.561,0.377,263400,-13.806,0.117,151G9GXbKCFJ43ZrhCKKOa,Sad
55,0.296,0.095,115.284,0.0333,0.934,0.0,0.351,200186,-10.109,0.12,0u2P5u6lvoDfwTYjAADbn4,Sad
56,0.126,0.0751,138.069,0.0344,0.959,0.0,0.444,232328,-11.77,0.407,2aJWkpCXMvIIZISkMQr1lE,Sad
57,0.644,0.161,88.968,0.0572,0.784,0.000202,0.653,177806,-6.204,0.363,6lERHAmBCZmgODv3OYENXi,Sad
58,0.0848,0.112,102.128,0.0404,0.913,2.62e-05,0.561,219147,-15.099,0.206,4CxFN5zON70B3VOPBYbd6P,Sad
59,0.369,0.109,105.994,0.0249,0.793,0.0,0.566,208656,-9.181,0.205,29A7Zz30FbIbvlnHHaJdIx,Sad
60,0.674,0.123,119.942,0.0446,0.698,0.0,0.56,197933,-6.048,0.421,2xCGBWfzTe8l2kvHpgvB6M,Sad
61,0.325,0.0645,97.987,0.0337,0.627,0.0,0.452,205402,-8.687,0.33,6wQgV6ZYt1snXyQV69mGT4,Sad
62,0.406,0.102,119.812,0.0427,0.587,4.48e-06,0.572,201084,-8.624,0.265,2nC3QhMI9reBIOWutbU3Tj,Sad
63,0.621,0.115,120.051,0.0333,0.0428,0.596,0.553,272067,-7.356,0.19,2Bo0hh0yoQReC4reJav5DT,Sad
64,0.21,0.102,123.835,0.0304,0.738,0.000149,0.609,305253,-15.016,0.148,4tIbyvltn6p8NNzuGOyJUH,Sad
65,0.539,0.0964,104.966,0.0283,0.326,0.00141,0.353,260013,-8.003,0.176,5zZt5BzzSrUXwytlRatvc2,Sad
66,0.361,0.169,100.384,0.0296,0.324,7.37e-05,0.423,165413,-8.217,0.228,1wM4BNAYle2nVecuZY7kMl,Sad
67,0.21,0.102,107.479,0.0605,0.91,0.0537,0.573,198113,-18.13,0.19,0QUgSlWpeW7VCkLmrc58RU,Sad
68,0.135,0.0951,88.461,0.0555,0.956,0.000304,0.617,147684,-22.104,0.169,0tPAksKbZTl8VLslZErQnE,Sad
69,0.341,0.0951,123.015,0.0354,0.798,0.0,0.685,202927,-10.434,0.42,4euXJuErBCqH2LEApfxI6i,Sad
70,0.206,0.393,170.615,0.0527,0.702,0.0,0.248,210497,-14.512,0.13,4XDyEylxD73rnjv9F1Wzp2,Sad
71,0.382,0.241,128.023,0.04,0.625,0.0,0.711,175000,-10.146,0.62,1NCZMAnGrzUmpBzkBlJjNw,Sad
72,0.272,0.373,158.179,0.161,0.277,0.457,0.461,163920,-18.547,0.222,0KBaX8M4obP5UDAsXTRwTj,Sad
73,0.0893,0.0632,80.029,0.0594,0.504,0.481,0.787,133453,-24.473,0.5,4obJvavGmgsnGGnfdXBMcv,Sad
74,0.498,0.517,80.048,0.082,0.835,0.042,0.688,192000,-7.317,0.375,3KCE329ReC9yvLWk7SqVhs,Sad
75,0.217,0.112,93.423,0.032,0.675,0.876,0.206,193167,-13.253,0.0391,4uqJ1QZkoeDX2AILOxRoyy,Sad
76,0.348,0.357,108.22,0.0359,0.855,0.0714,0.708,237577,-12.33,0.443,6bGcS5gqkcL3DW2WW0WtiG,Sad
77,0.0625,0.178,114.984,0.0555,0.945,0.816,0.755,185876,-24.694,0.462,506O2O13slCAUEo6w8aqr8,Sad
78,0.229,0.1,75.67,0.128,0.92,0.0,0.587,171728,-11.254,0.379,6Kkt27YmFyIFrcX3QXFi2o,Sad
79,0.665,0.116,117.055,0.0644,0.178,0.000732,0.389,193547,-6.169,0.199,7lGKEWMXVWWTt3X71Bv44I,Sad
80,0.597,0.309,105.415,0.0405,0.801,0.17,0.568,273059,-9.631,0.197,40XwcZVS7Oh7VvBuOWrgkk,Sad
81,0.335,0.0976,87.49,0.0513,0.747,0.0111,0.594,252630,-13.415,0.343,6e0vjU61OuUzcqVKPEXHb4,Sad
82,0.537,0.287,123.735,0.0305,0.937,0.873,0.372,212750,-7.623,0.228,2vWBUC9djv6BtiGlmKiQaH,Sad
83,0.274,0.123,67.687,0.041,0.83,0.000211,0.38,213124,-7.492,0.191,6J1ljAmfYGQJv4Lnr4yXFL,Sad
84,0.507,0.116,120.009,0.0332,0.542,6.83e-06,0.795,148549,-7.188,0.784,6L1V0LvpXBJ7QptKuLUj3v,Sad
85,0.129,0.106,137.35,0.0349,0.947,0.145,0.483,161929,-20.149,0.203,51Grh1RyUDcMBbpuyUIUHI,Sad
86,0.507,0.112,76.002,0.0438,0.00164,0.816,0.465,261818,-10.19,0.296,5LtWRMwawTdOiARIY3VBP4,Sad
87,0.129,0.321,99.549,0.0735,0.932,0.0,0.532,254189,-13.458,0.268,5m8pK2dM25CY8hZ8Knu4vJ,Sad
88,0.296,0.0927,71.924,0.0367,0.883,0.00101,0.346,248741,-9.872,0.194,06yuShwZF9qkru7PAfv2JK,Sad
89,0.287,0.11,132.337,0.0348,0.686,0.283,0.702,174545,-17.435,0.13,7rYqG61UtWazmbwxtRAiiG,Sad
90,0.296,0.109,105.667,0.0517,0.651,0.797,0.397,121635,-23.274,0.149,2emWQWo5lOX3Kj6GfhfKVm,Sad
91,0.292,0.193,105.353,0.0346,0.0709,0.0044,0.29,237807,-16.208,0.289,5pfbrI3FOkCUBFnIJnVWtD,Sad
92,0.821,0.426,106.0,0.026,0.00999,0.494,0.617,128199,-4.085,0.581,4Ys8jQvZOISzmp34BsImRf,Sad
93,0.116,0.147,144.524,0.0331,0.947,0.000286,0.324,195376,-20.332,0.399,7brBeAX3RT0CMh3qbTBrIP,Sad
94,0.716,0.0848,117.295,0.0392,0.0764,0.0,0.398,193429,-5.254,0.494,6bTn1ovliI0OkjUNkiMBJq,Sad
95,0.438,0.111,185.711,0.0358,0.0447,0.000867,0.247,198213,-8.478,0.39,0I1eFRytp4XRhLCjT6tZm7,Sad
96,0.331,0.373,160.006,0.0387,0.761,0.0,0.643,83422,-9.235,0.648,7d8dqy6GbiUqotcTSs0jXg,Sad
97,0.174,0.106,87.856,0.0357,0.976,0.00593,0.517,133226,-16.416,0.358,6sqQU6gsVZd19w5vsix2QA,Sad
98,0.167,0.11,129.955,0.0361,0.473,0.00097,0.393,164227,-19.024,0.0961,0zCm4JTVBuIWSSL8rMUChT,Sad
99,0.0543,0.0908,99.976,0.0541,0.957,0.0,0.606,216919,-16.885,0.243,5d1aMxAtOpjCMZWNrloMfu,Sad
0,0.832,0.269,125.926,0.0298,0.168,0.00131,0.697,215093,-7.264,0.979,2grjqo0Frpf2okIBiifQKs,Happy
1,0.728,0.106,114.996,0.0468,0.298,0.0,0.714,177955,-4.595,0.901,1qEmFfgcLObUfQm0j1W2CK,Happy
2,0.681,0.0322,117.999,0.0668,0.0632,5.15e-06,0.707,200455,-4.325,0.646,0yLdNVWF3Srea0uzk55zFn,Happy
3,0.663,0.286,116.051,0.0687,0.423,0.415,0.825,248987,-9.414,0.417,4TNFLwe6DhtR3Wn1JKMqMJ,Happy
4,0.727,0.123,102.322,0.0353,0.139,0.0,0.669,243493,-7.588,0.807,6xkryXuiZU360Lngd4sx13,Happy
5,0.804,0.0685,107.383,0.0473,0.172,0.00028,0.731,205933,-7.621,0.957,7GVUmCP00eSsqc4tzj1sDD,Happy
6,0.899,0.0754,116.735,0.0758,0.333,0.000102,0.606,236760,-6.412,0.66,5FMXrphygZ4z3gVDHGWxgl,Happy
7,0.799,0.349,120.372,0.0328,0.22,0.000602,0.71,238267,-4.897,0.725,4y1LsJpmMti1PfRQV9AWWe,Happy
8,0.601,0.0348,97.911,0.126,0.0406,0.00201,0.777,261973,-5.931,0.68,3XKIUb7HzIF1Vu9usunMzc,Happy
9,0.655,0.035,114.503,0.102,0.114,0.00016,0.775,323253,-7.333,0.346,44CZRkOxv7UItaAUmh8PgN,Happy
10,0.455,0.107,99.945,0.0352,0.695,0.0,0.738,174560,-8.735,0.441,1brnLTvarI9D1hLP6z2Ar8,Happy
11,0.446,0.248,69.505,0.0293,0.249,0.0,0.511,219134,-7.299,0.216,2soZTM1x1GBiQGMAsXKXpd,Happy
12,0.715,0.107,107.041,0.04,0.258,0.0568,0.72,193813,-4.652,0.357,5LYMamLv12UPbemOaTPyeV,Happy
13,0.677,0.224,98.339,0.0286,0.368,0.0,0.54,241600,-6.349,0.748,7rKyITVLEwldhdXIy7P6Vw,Happy
14,0.887,0.27,114.942,0.0795,0.0581,2.71e-06,0.693,278282,-5.039,0.864,5pyoxDZ1PX0KxBxiRVxA4U,Happy
15,0.959,0.209,163.983,0.102,0.000722,0.000221,0.56,216600,-2.433,0.669,45hOioMDJktr86iKDHC8gr,Happy
16,0.69,0.0663,92.847,0.232,0.297,0.000931,0.543,221400,-5.733,0.894,2TIGwYiQYr1N5zTOQToDfK,Happy
17,0.714,0.0521,100.972,0.141,0.201,0.000234,0.892,267267,-6.055,0.817,1AWQoqb9bSvzTjaLralEkT,Happy
18,0.839,0.0965,152.997,0.0848,0.399,0.0,0.297,268653,-4.448,0.303,2OLaeJRrRjFgLfTsccnzlM,Happy
19,0.61,0.117,68.552,0.15,0.198,0.0,0.346,207573,-5.818,0.235,0nCZDQrlWA149QdGTdlsFU,Happy
20,0.583,0.406,150.566,0.0376,0.185,0.0,0.491,183307,-10.964,0.908,3yrSvpt2l1xhsV9Em88Pul,Happy
21,0.832,0.203,107.657,0.0407,0.237,1.14e-05,0.794,196160,-4.862,0.871,2lnzGkdtDj5mtlcOW2yRtG,Happy
22,0.727,0.1,166.163,0.0455,0.119,0.00427,0.659,211080,-8.638,0.748,51UtgWS4z1eMPuLQOzPtNH,Happy
23,0.715,0.0892,141.872,0.0455,0.148,0.0,0.637,210576,-4.971,0.308,38T0tPVZHcPZyhtOcCP7pF,Happy
24,0.857,0.177,164.146,0.111,0.0987,0.0,0.614,201040,-4.171,0.677,1rKBOL9kJfX1Y4C3QaOvRH,Happy
25,0.611,0.0834,105.26,0.0307,0.34,0.00115,0.683,296907,-6.416,0.598,5f25QtKgXtaNcbZOCmVFUL,Happy
26,0.905,0.0593,173.982,0.0733,0.0984,0.00019,0.583,226827,-6.132,0.646,2vz1CsL5WBsbpBcwgboTAw,Happy
27,0.923,0.295,115.996,0.0338,0.16,4.73e-06,0.609,294987,-3.908,0.961,0n2SEXB2qoRQg171q7XqeW,Happy
28,0.824,0.0888,118.818,0.0453,0.207,0.000307,0.709,291293,-8.824,0.867,2tUBqZG2AbRi7Q0BIrVrEj,Happy
29,0.97,0.205,79.504,0.0648,0.0644,0.000156,0.715,239240,-2.206,0.963,3AszgPDZd9q0DpDFt4HFBy,Happy
30,0.754,0.0965,89.998,0.0966,0.343,2.6e-06,0.779,174733,-4.358,0.883,0k5hoseEJnCAbpRh38dNoI,Happy
31,0.748,0.0874,135.057,0.0366,0.121,0.0552,0.6,189173,-5.565,0.825,1io22Thmgw4SvhVBNawJD5,Happy
32,0.977,0.13,126.011,0.134,0.015,0.0,0.507,233620,-2.845,0.34,6neF3KiuooS7xcTtj18PRL,Happy
33,0.703,0.0752,141.567,0.0486,0.0237,0.0013,0.576,296333,-10.913,0.684,3zf2eLN9Yf8ayZO5cn4Xh5,Happy
34,0.398,0.0586,151.823,0.0449,0.0158,3.54e-05,0.721,270267,-8.932,0.578,7EKvTUo567BRNzZ37clvlf,Happy
35,0.938,0.0823,133.96,0.0351,0.00297,0.0,0.546,147040,-2.96,0.881,0JsyYwcVC0PwaCewYnEBYJ,Happy
36,0.954,0.0555,178.043,0.0476,0.00414,0.0,0.425,243160,-3.756,0.933,0Ph6L4l8dYUuXFmb71Ajnd,Happy
37,0.338,0.248,177.765,0.0329,0.652,3.73e-06,0.388,303373,-10.054,0.478,2RlgNHKcydI9sayD2Df2xp,Happy
38,0.747,0.339,98.03,0.149,0.276,0.0,0.829,191607,-3.511,0.576,2X8AGLwb9F0JzJ9zT27a22,Happy
39,0.896,0.0671,125.571,0.037,0.00106,0.0,0.587,234187,-4.178,0.721,0qo9Q7ovei8Yqul3zbHX4h,Happy
40,0.741,0.347,168.902,0.0365,0.0035,2.91e-06,0.346,223718,-5.578,0.359,74kqTZLnGoPtCwGecA37Xi,Happy
41,0.651,0.105,97.923,0.0324,0.292,0.00241,0.692,254560,-8.267,0.706,0bRXwKfigvpKZUurwqAlEh,Happy
42,0.888,0.0888,100.975,0.0293,0.013,2.23e-06,0.649,208467,-4.807,0.553,2lwwrWVKdf3LR9lbbhnr6R,Happy
43,0.882,0.13,120.016,0.0311,0.00296,0.0544,0.699,196813,-3.896,0.657,6jg5SRvdGxvJ0DzNV0UqEK,Happy
44,0.779,0.101,173.799,0.0779,0.112,0.000373,0.468,217747,-4.839,0.26,1yvMUkIOTeUNtNWlWRgANS,Happy
45,0.631,0.134,107.05,0.0423,0.0659,0.00142,0.809,164282,-7.099,0.753,42QLP7Z6KvkOV7vYr8RaLD,Happy
46,0.856,0.065,127.993,0.0605,0.192,0.0,0.757,234667,-4.494,0.764,3qaHzxjNtFU7QiEuhGx70x,Happy
47,0.732,0.157,110.011,0.0508,0.0305,0.0,0.77,222680,-4.601,0.889,3JTjLyrnevl9ASw3ayGO2P,Happy
48,0.795,0.124,172.564,0.0444,0.00482,5.37e-05,0.498,207307,-5.992,0.762,0aqRkWPAL9BGCvvdSiXaE9,Happy
49,0.526,0.108,130.694,0.0281,0.243,0.00537,0.521,268293,-6.032,0.502,37zuIvk4KBkAxxLJsxJaHq,Happy
50,0.782,0.317,79.427,0.185,0.375,0.0,0.655,184227,-4.789,0.832,3cU2wBxuV6nFiuf6PJZNlC,Happy
51,0.546,0.0656,137.027,0.295,0.153,0.0,0.838,206533,-6.811,0.745,51LIqkda3pTeECZUhMnool,Happy
52,0.533,0.332,183.791,0.0473,0.429,3.66e-06,0.443,222813,-5.956,0.596,2DNXgvkyv35vTWvdgjs7qn,Happy
53,0.518,0.104,151.891,0.0897,0.223,0.0,0.815,177667,-6.594,0.877,0uI7yAKUf52Cn7y3sYyjiX,Happy
54,0.749,0.604,94.103,0.0886,0.0848,0.0,0.652,267413,-5.248,0.651,1z6WtY7X4HQJvzxC4UgkSf,Happy
55,0.748,0.447,118.852,0.0363,0.127,0.0,0.5,250987,-9.072,0.514,4bHsxqR3GMrXTxEPLuK5ue,Happy
56,0.713,0.157,102.005,0.0654,0.0246,2.74e-05,0.751,187095,-5.846,0.474,0ZERGmkfuDSrLaIzEGFdiH,Happy
57,0.729,0.245,169.998,0.138,0.274,0.0,0.659,153500,-6.436,0.722,5phuEZAscX7xyQgvxyLKir,Happy
58,0.791,0.0669,95.026,0.0317,0.262,0.000154,0.765,206227,-5.707,0.966,2TTYIwTM2iLC1YOyHuhRMt,Happy
59,0.906,0.299,118.024,0.0321,0.0107,0.0,0.614,172314,-4.484,0.755,0v7T0g9Uh8LE1x2oOD7f9X,Happy
60,0.8,0.0822,100.011,0.0399,0.00584,0.0,0.706,259333,-6.333,0.629,3U5JVgI2x4rDyHGObzJfNf,Happy
61,0.887,0.124,134.052,0.0503,0.0573,2.87e-06,0.807,187920,-3.726,0.961,5jE48hhRu8E6zBDPRSkEq7,Happy
62,0.868,0.165,109.977,0.0591,0.19,0.0,0.783,166735,-2.961,0.727,3kmWIej9tXjSWWYc9tPjJk,Happy
63,0.607,0.119,104.186,0.0417,0.569,6.55e-05,0.489,178819,-7.146,0.285,2TZKvEQyTtcXLBfAk7kt8n,Happy
64,0.777,0.35,105.948,0.0319,0.113,1e-05,0.769,143478,-5.051,0.758,5v912Y5tyG5RANMlspXKsP,Happy
65,0.48,0.108,101.993,0.0492,0.28,0.000782,0.843,180493,-11.574,0.762,2BydLQAh7CUIFvSEqAMc4x,Happy
66,0.633,0.167,115.01,0.0683,0.127,0.0,0.448,206267,-5.451,0.326,4mFiHJd655dutwtNEBsn9g,Happy
67,0.548,0.184,127.508,0.0503,0.0363,6.83e-05,0.83,212947,-11.132,0.98,5MztBRRywrACJFq8tPNanu,Happy
68,0.762,0.0574,119.003,0.0351,0.461,0.0,0.676,207493,-4.172,0.81,3VA8T3rNy5V24AXxNK5u9E,Happy
69,0.857,0.0726,127.656,0.17,0.00131,0.0,0.965,183760,-8.458,0.951,6jBCehpNMkwFVF3dz4nLIW,Happy
70,0.883,0.383,119.081,0.0448,0.0546,0.0,0.562,214773,-2.538,0.726,2oedUBDUmEwbmNnC2HJJn8,Happy
71,0.837,0.289,120.028,0.142,0.0991,0.0,0.755,199693,-2.718,0.714,0HPD5WQqrq7wPWR7P7Dw1i,Happy
72,0.943,0.653,129.002,0.043,0.0736,0.0,0.696,194867,-2.962,0.832,3CSpzkoL1XgDBZ1q9aDCUV,Happy
73,0.802,0.163,113.796,0.0917,0.0273,0.0,0.668,225789,-4.005,0.769,6sZo5nJIsFWXefRCCexpx0,Happy
74,0.9,0.0685,100.721,0.0874,0.0884,0.063,0.682,179499,-5.028,0.937,3jfZ9M23l0L7RxzYMTgBTv,Happy
75,0.705,0.141,100.669,0.0357,0.18,0.0,0.701,232960,-6.18,0.71,6HcQZfMrw3KwGyzrKw1Pjy,Happy
76,0.692,0.0864,116.959,0.0259,0.0157,0.0,0.609,233720,-2.958,0.454,2eAvDnpXP5W0cVtiI0PUxV,Happy
77,0.833,0.3,124.984,0.0417,0.00853,0.00131,0.637,165120,-5.026,0.251,4fytEaLJpb67c6iq1xUG8e,Happy
78,0.382,0.411,116.557,0.0309,0.0422,4.74e-06,0.487,261280,-10.889,0.714,1H5IfYyIIAlgDX8zguUzns,Happy
79,0.791,0.157,102.071,0.124,0.0384,0.0,0.72,175427,-4.689,0.756,2Dz8KeCYs9awlwUJStJlmh,Happy
80,0.622,0.33,139.927,0.0967,0.0684,0.0,0.842,140733,-5.437,0.587,6eVM9lCmIqwGTUOoeH61Lu,Happy
81,0.805,0.172,91.999,0.0632,0.531,0.0,0.631,147391,-2.646,0.906,4gtkHMuEMhysN6ZitUSRBf,Happy
82,0.565,0.0811,116.61,0.0271,0.124,0.0,0.626,233507,-10.027,0.924,6tunhVGD8C05MZNjSVIsjw,Happy
83,0.709,0.029,122.019,0.0838,0.0048,0.0,0.7,202960,-5.006,0.624,1gv4xPanImH17bKZ9rOveR,Happy
84,0.707,0.143,125.005,0.0595,0.181,3.68e-06,0.721,158206,-6.364,0.743,2aPTvyE09vUCRwVvj0I8WK,Happy
